time,j_pelvis_l,j_thigh1_l,j_thigh2_l,j_tibia_l,j_ankle1_l,j_ankle2_l,j_pelvis_r,j_thigh1_r,j_thigh2_r,j_tibia_r,j_ankle1_r,j_ankle2_r
97.402,-0.0012,0.0011,0.6284,-1.6009,-0.9139,-0.0005,-0.0008,0.0048,-0.7218,1.1132,0.4202,-0.0033
97.442,-0.0012,0.0008,0.7234,-1.629,-0.8608,-0.0004,-0.0009,0.0044,-0.6372,1.1143,0.4868,-0.0034
97.482,-0.0011,0.0008,0.8078,-1.6277,-0.7895,-0.0002,-0.0008,0.004,-0.551,1.1151,0.5638,-0.0034
97.522,-0.001,0.0008,0.8448,-1.616,-0.7479,-0.0002,-0.0007,0.0037,-0.509,1.1145,0.6037,-0.0033
97.538,-0.0009,0.0009,0.8781,-1.5968,-0.7016,-0.0001,-0.0006,0.0035,-0.4678,1.1134,0.6441,-0.0033
97.574,-0.0007,0.0009,0.9077,-1.5719,-0.6532,-0.0001,-0.0005,0.0032,-0.4278,1.1124,0.6838,-0.0032
97.614,-0.0004,0.001,0.9553,-1.4999,-0.5424,-0.0,-0.0004,0.0027,-0.3481,1.1099,0.7653,-0.0029
97.655,-0.0002,0.001,0.974,-1.455,-0.482,0.0,-0.0004,0.0024,-0.3085,1.1088,0.8061,-0.0026
97.666,0.0,0.0011,0.9898,-1.4045,-0.418,0.0,-0.0004,0.0022,-0.2686,1.1077,0.847,-0.0024
97.703,0.0002,0.0011,1.003,-1.3495,-0.3517,-0.0,-0.0004,0.0019,-0.2287,1.1068,0.8878,-0.0021
97.742,0.0005,0.0008,1.0138,-1.3009,-0.2976,-0.0003,-0.0004,0.0015,-0.1954,1.1106,0.9223,-0.002
97.782,0.001,-0.0004,1.0146,-1.224,-0.2429,-0.0004,-0.0002,0.0005,-0.1785,1.1624,0.9688,-0.0017
97.823,0.0013,-0.0009,1.0058,-1.1984,-0.2346,-0.0007,-0.0001,0.0002,-0.1922,1.2024,0.98,-0.0015
97.833,0.0014,-0.0011,0.9926,-1.1777,-0.2324,-0.0012,0.0001,-0.0001,-0.2174,1.247,0.9857,-0.0011
97.871,0.0013,-0.001,0.9735,-1.1605,-0.2389,-0.0015,0.0003,-0.0003,-0.2525,1.2959,0.9881,-0.0008
97.911,0.0011,-0.0008,0.9499,-1.1464,-0.2514,-0.0013,0.0005,-0.0005,-0.2936,1.345,0.988,-0.0005
97.95,0.0009,-0.0007,0.891,-1.1273,-0.2918,-0.0008,0.0008,-0.0006,-0.3912,1.4422,0.9793,-0.0002
97.99,0.0007,-0.0007,0.8569,-1.1212,-0.317,-0.0006,0.0009,-0.0006,-0.4438,1.4865,0.9708,-0.0001
97.996,0.0006,-0.0007,0.8202,-1.1171,-0.3446,-0.0005,0.0009,-0.0005,-0.4976,1.5269,0.9589,0.0
98.034,0.0006,-0.0006,0.7816,-1.1144,-0.3741,-0.0005,0.001,-0.0005,-0.5511,1.5621,0.9438,0.0001
98.074,0.0005,-0.0003,0.7001,-1.1131,-0.4369,-0.0003,0.0011,-0.0004,-0.6528,1.6116,0.9021,0.0001
98.114,0.0005,-0.0002,0.6572,-1.1137,-0.471,-0.0003,0.0011,-0.0004,-0.7008,1.6253,0.8747,0.0001
98.122,0.0005,0.0,0.6139,-1.1149,-0.508,-0.0004,0.0011,-0.0004,-0.7461,1.6316,0.843,0.0001
98.162,0.0005,0.0002,0.571,-1.1147,-0.5465,-0.0004,0.001,-0.0004,-0.7885,1.631,0.8079,0.0001
98.202,0.0005,0.0004,0.5288,-1.1141,-0.5862,-0.0004,0.0009,-0.0004,-0.8273,1.6228,0.7685,0.0001
98.243,0.0004,0.001,0.4473,-1.1122,-0.6661,-0.0007,0.0007,-0.0004,-0.8936,1.5852,0.6782,0.0
98.282,0.0004,0.0014,0.3674,-1.1097,-0.7473,-0.0012,0.0004,-0.0005,-0.9451,1.5195,0.5712,-0.0
98.322,0.0004,0.0018,0.3276,-1.1085,-0.788,-0.0013,0.0002,-0.0005,-0.9654,1.4772,0.5122,-0.0
98.335,0.0004,0.0022,0.2877,-1.1075,-0.8286,-0.0016,0.0,-0.0006,-0.9826,1.4292,0.4501,-0.0001
98.374,0.0004,0.0025,0.2476,-1.1066,-0.8697,-0.0019,-0.0002,-0.0006,-0.997,1.3757,0.3842,-0.0001
98.414,0.0005,0.0029,0.2095,-1.1067,-0.9075,-0.0021,-0.0004,-0.0005,-1.0094,1.3229,0.3222,0.0001
98.454,0.0007,0.0039,0.1781,-1.1468,-0.9606,-0.0022,-0.0009,0.0006,-1.017,1.2399,0.2514,0.0004
98.494,0.0007,0.0042,0.1851,-1.1829,-0.9751,-0.0021,-0.0007,0.0015,-1.0107,1.211,0.2383,-0.0015
98.497,0.0006,0.0043,0.2045,-1.224,-0.9827,-0.0018,-0.0004,0.0029,-1.0,1.1884,0.2309,-0.0033
98.534,0.0004,0.004,0.2351,-1.2711,-0.9869,-0.0016,-0.0004,0.0046,-0.9836,1.1696,0.2332,-0.004
98.574,0.0001,0.0036,0.273,-1.3197,-0.9882,-0.0014,-0.0004,0.0056,-0.9622,1.154,0.2426,-0.0033
98.614,-0.0004,0.0026,0.3662,-1.4178,-0.9824,-0.0011,-0.0005,0.0062,-0.9068,1.132,0.2785,-0.0034
98.654,-0.0008,0.0018,0.4717,-1.5069,-0.9651,-0.0008,-0.0008,0.0062,-0.8387,1.1197,0.3293,-0.0038
98.694,-0.001,0.0015,0.5255,-1.5449,-0.9516,-0.0007,-0.0009,0.0061,-0.8009,1.1163,0.3582,-0.004
98.709,-0.0011,0.0012,0.5786,-1.5774,-0.9346,-0.0006,-0.0009,0.006,-0.7615,1.1144,0.3887,-0.0042
98.747,-0.0012,0.001,0.6293,-1.6019,-0.9134,-0.0005,-0.001,0.0059,-0.7208,1.1136,0.4202,-0.0044
98.786,-0.0012,0.0009,0.6771,-1.6193,-0.89,-0.0005,-0.001,0.0057,-0.6797,1.114,0.452,-0.0046
98.826,-0.0012,0.0008,0.7667,-1.6325,-0.828,-0.0003,-0.001,0.0055,-0.5947,1.1146,0.5258,-0.0047
98.866,-0.0012,0.0008,0.8073,-1.6284,-0.7906,-0.0003,-0.0009,0.0053,-0.5527,1.1138,0.5651,-0.0047
98.871,-0.0011,0.0008,0.8446,-1.6168,-0.7488,-0.0002,-0.0007,0.0051,-0.5113,1.1128,0.6051,-0.0048
98.914,-0.0009,0.0008,0.8777,-1.5984,-0.7038,-0.0001,-0.0006,0.0049,-0.4708,1.1117,0.645,-0.0048
98.95,-0.0006,0.0009,0.9328,-1.5387,-0.5993,-0.0,-0.0005,0.0045,-0.3904,1.1092,0.7264,-0.0046
98.99,-0.0004,0.0009,0.955,-1.4997,-0.5424,-0.0001,-0.0004,0.0043,-0.3505,1.1081,0.7669,-0.0045
98.991,-0.0002,0.0009,0.974,-1.457,-0.4846,0.0,-0.0004,0.004,-0.3115,1.1074,0.8061,-0.0043
99.03,-0.0,0.001,0.9896,-1.4063,-0.4205,0.0,-0.0004,0.0038,-0.2714,1.1065,0.847,-0.0041
99.071,0.0005,0.0007,1.0133,-1.3023,-0.2998,-0.0002,-0.0003,0.0032,-0.1983,1.1108,0.9223,-0.0038
99.11,0.0008,0.0002,1.0174,-1.2606,-0.2639,-0.0004,-0.0002,0.0027,-0.1812,1.13,0.9491,-0.0037
99.118,0.001,-0.0004,1.0151,-1.2254,-0.2432,-0.0004,-0.0001,0.0023,-0.1789,1.1606,0.9687,-0.0036
99.158,0.0012,-0.001,1.0065,-1.199,-0.2347,-0.0007,0.0002,0.0019,-0.1917,1.2007,0.9804,-0.0031
99.198,0.0013,-0.0012,0.9936,-1.1782,-0.232,-0.0011,0.0004,0.0015,-0.216,1.2449,0.986,-0.0025
99.238,0.0011,-0.0009,0.9509,-1.1468,-0.2517,-0.0017,0.0008,0.0007,-0.2929,1.3448,0.9878,-0.0015
99.278,0.0009,-0.0006,0.9229,-1.1356,-0.27,-0.0018,0.0009,0.0004,-0.3401,1.3947,0.9846,-0.0011
99.287,0.0007,-0.0003,0.8914,-1.1272,-0.2926,-0.0019,0.001,0.0001,-0.3912,1.4429,0.9786,-0.0008
99.326,0.0005,0.0001,0.8575,-1.1211,-0.317,-0.002,0.0011,-0.0001,-0.4433,1.4866,0.9703,-0.0005
99.366,0.0002,0.0009,0.7828,-1.1146,-0.3734,-0.0022,0.0011,-0.0003,-0.5498,1.5619,0.9445,-0.0002
99.407,0.0001,0.0012,0.7424,-1.1133,-0.4046,-0.0023,0.0011,-0.0003,-0.6022,1.5909,0.9253,-0.0002
99.416,0.0001,0.0016,0.7006,-1.113,-0.4371,-0.0022,0.0011,-0.0004,-0.6521,1.6115,0.9019,-0.0001
99.454,0.0001,0.0018,0.6578,-1.1137,-0.4711,-0.0021,0.0011,-0.0004,-0.7001,1.6253,0.8746,-0.0
99.494,0.0002,0.0022,0.572,-1.1144,-0.5461,-0.0021,0.001,-0.0005,-0.7877,1.6314,0.8087,0.0
99.534,0.0002,0.0023,0.5299,-1.1138,-0.5858,-0.002,0.001,-0.0005,-0.8266,1.6231,0.7689,-0.0
99.548,0.0003,0.0024,0.4885,-1.1129,-0.626,-0.0021,0.0009,-0.0005,-0.8619,1.6076,0.7252,0.0
99.586,0.0003,0.0026,0.448,-1.1118,-0.6663,-0.0023,0.0007,-0.0006,-0.8932,1.5849,0.6775,-0.0
99.627,0.0003,0.0028,0.4079,-1.1105,-0.7068,-0.0021,0.0006,-0.0006,-0.9209,1.5552,0.6258,-0.0001
99.666,0.0004,0.0034,0.3283,-1.1083,-0.7879,-0.0031,0.0002,-0.0006,-0.9653,1.4769,0.5117,-0.0
99.706,0.0004,0.0037,0.2884,-1.1073,-0.8287,-0.0032,0.0001,-0.0006,-0.9822,1.4289,0.4505,-0.0001
99.707,0.0004,0.004,0.2484,-1.1065,-0.8693,-0.0034,-0.0002,-0.0006,-0.9968,1.3759,0.3854,-0.0001
99.746,0.0005,0.0044,0.2106,-1.1071,-0.9073,-0.0037,-0.0004,-0.0005,-1.0091,1.323,0.3233,0.0001
99.786,0.0006,0.0048,0.1856,-1.1189,-0.9376,-0.0038,-0.0006,-0.0001,-1.0168,1.2782,0.2788,0.0003
99.826,0.0008,0.0055,0.1841,-1.1812,-0.975,-0.0032,-0.0006,0.0014,-1.0112,1.2111,0.2377,-0.0017
99.866,0.0007,0.0053,0.204,-1.2232,-0.9826,-0.0027,-0.0003,0.003,-1.0003,1.1887,0.2308,-0.0035
99.876,0.0005,0.0049,0.2345,-1.2702,-0.9867,-0.0023,-0.0003,0.0047,-0.9837,1.1697,0.2332,-0.0047
99.914,0.0003,0.0043,0.2728,-1.3193,-0.9879,-0.002,-0.0005,0.0062,-0.9622,1.1542,0.243,-0.0052
99.954,0.0,0.0036,0.3173,-1.3691,-0.9865,-0.0017,-0.0006,0.0071,-0.9363,1.1418,0.2587,-0.0045
99.995,-0.0005,0.0024,0.4174,-1.4635,-0.9755,-0.0013,-0.0009,0.0074,-0.8743,1.125,0.3023,-0.0045
100.034,-0.0007,0.0019,0.4708,-1.5061,-0.9654,-0.0011,-0.001,0.0073,-0.8391,1.1199,0.3287,-0.0047
100.038,-0.0009,0.0016,0.5249,-1.5444,-0.9518,-0.0009,-0.0011,0.0071,-0.8013,1.1165,0.3578,-0.0048
100.074,-0.001,0.0012,0.5783,-1.5772,-0.9348,-0.0008,-0.0012,0.0069,-0.7616,1.1144,0.3885,-0.005
100.114,-0.0011,0.001,0.6292,-1.6016,-0.9131,-0.0007,-0.0012,0.0067,-0.7205,1.1136,0.4208,-0.0051
100.154,-0.0012,0.0008,0.7245,-1.6289,-0.8585,-0.0005,-0.0012,0.0063,-0.6355,1.1148,0.4891,-0.0053
100.194,-0.0012,0.0008,0.7683,-1.632,-0.8256,-0.0004,-0.0011,0.0061,-0.5925,1.1149,0.5271,-0.0052
100.201,-0.0011,0.0007,0.8087,-1.6278,-0.7887,-0.0003,-0.001,0.0058,-0.5503,1.1145,0.566,-0.0051
100.238,-0.001,0.0007,0.8456,-1.6165,-0.7478,-0.0003,-0.0008,0.0055,-0.5091,1.1136,0.6053,-0.0052
100.278,-0.0009,0.0008,0.8786,-1.5971,-0.7017,-0.0002,-0.0007,0.0053,-0.4682,1.1125,0.6458,-0.0051
100.319,-0.0006,0.0008,0.9338,-1.5395,-0.6,-0.0001,-0.0005,0.0047,-0.3888,1.1101,0.7258,-0.0049
100.359,-0.0004,0.0009,0.9556,-1.5002,-0.543,-0.0,-0.0004,0.0044,-0.3492,1.109,0.7662,-0.0046
100.359,-0.0002,0.001,0.9743,-1.4553,-0.4826,0.0,-0.0004,0.0041,-0.3096,1.1079,0.8068,-0.0044
100.398,0.0,0.001,0.99,-1.4052,-0.4192,0.0,-0.0004,0.0038,-0.2698,1.107,0.8473,-0.0041
100.438,0.0002,0.001,1.0031,-1.3501,-0.3528,-0.0,-0.0004,0.0035,-0.2297,1.1061,0.8881,-0.0038
100.479,0.0008,0.0002,1.0171,-1.2597,-0.2643,-0.0004,-0.0002,0.0025,-0.1814,1.1316,0.9492,-0.0035
100.518,0.001,-0.0004,1.0141,-1.2245,-0.2444,-0.0004,-0.0001,0.002,-0.1804,1.1635,0.9687,-0.0032
100.529,0.0013,-0.001,1.0052,-1.1984,-0.2362,-0.0007,0.0002,0.0016,-0.1942,1.204,0.9801,-0.0028
100.566,0.0014,-0.0011,0.9919,-1.1776,-0.2338,-0.0011,0.0004,0.0011,-0.2191,1.2485,0.9857,-0.0022
100.606,0.0013,-0.0011,0.9734,-1.1604,-0.2394,-0.0014,0.0006,0.0007,-0.2529,1.2962,0.9884,-0.0017
100.646,0.0009,-0.0006,0.9221,-1.1355,-0.2701,-0.0018,0.0009,0.0001,-0.3412,1.3953,0.9852,-0.0009
100.686,0.0007,-0.0002,0.8912,-1.1272,-0.2919,-0.002,0.0009,-0.0001,-0.3914,1.4426,0.9795,-0.0007
100.693,0.0005,0.0001,0.8572,-1.1212,-0.3168,-0.0021,0.001,-0.0002,-0.4439,1.4869,0.9709,-0.0004
100.73,0.0003,0.0004,0.8205,-1.117,-0.3446,-0.0016,0.0011,-0.0003,-0.4978,1.5274,0.9589,-0.0003
100.771,0.0002,0.0006,0.7817,-1.1145,-0.3744,-0.0014,0.0011,-0.0004,-0.5516,1.5628,0.9435,-0.0002
100.81,0.0002,0.0007,0.6999,-1.1131,-0.4378,-0.0011,0.0011,-0.0004,-0.6534,1.6122,0.9015,-0.0
100.85,0.0002,0.0008,0.6579,-1.1138,-0.4705,-0.001,0.0011,-0.0004,-0.7005,1.626,0.8756,0.0
100.851,0.0002,0.0009,0.6148,-1.1153,-0.5064,-0.001,0.0011,-0.0004,-0.7457,1.6323,0.8442,0.0
100.891,0.0003,0.001,0.5721,-1.1155,-0.5439,-0.001,0.001,-0.0004,-0.7877,1.6324,0.8104,0.0001
100.931,0.0003,0.0012,0.4878,-1.1141,-0.6242,-0.0011,0.0009,-0.0005,-0.8617,1.6078,0.7256,-0.0
100.97,0.0003,0.0015,0.4468,-1.1128,-0.6648,-0.0009,0.0008,-0.0005,-0.8932,1.5851,0.6777,-0.0
100.978,0.0004,0.0016,0.4067,-1.1117,-0.7053,-0.0014,0.0006,-0.0005,-0.9208,1.5557,0.6263,-0.0
101.018,0.0004,0.0019,0.3669,-1.1106,-0.7459,-0.0015,0.0005,-0.0006,-0.9447,1.5194,0.5707,-0.0001
101.058,0.0004,0.0022,0.3271,-1.1094,-0.7867,-0.0016,0.0003,-0.0006,-0.9652,1.4773,0.5119,-0.0001
101.098,0.0005,0.0027,0.2474,-1.1074,-0.8684,-0.002,-0.0001,-0.0006,-0.9969,1.3769,0.3854,-0.0001
101.138,0.0006,0.0034,0.1832,-1.1186,-0.9359,-0.0023,-0.0006,-0.0,-1.0174,1.2791,0.2779,0.0003
101.179,0.0007,0.0039,0.175,-1.1453,-0.959,-0.0023,-0.0008,0.0006,-1.0179,1.2408,0.251,0.0004
101.207,0.0008,0.0042,0.1812,-1.1812,-0.9741,-0.0022,-0.0007,0.0014,-1.0118,1.211,0.2375,-0.0012
101.246,0.0006,0.0043,0.1991,-1.221,-0.9826,-0.0019,-0.0004,0.0028,-1.0019,1.1885,0.2292,-0.0031
101.286,0.0004,0.004,0.2301,-1.2684,-0.987,-0.0016,-0.0005,0.0044,-0.9856,1.1696,0.2316,-0.0038
101.326,-0.0001,0.0031,0.3142,-1.368,-0.9867,-0.0013,-0.0005,0.0058,-0.938,1.1414,0.2577,-0.0028
101.367,-0.0004,0.0027,0.3638,-1.4171,-0.9823,-0.0011,-0.0005,0.0058,-0.9083,1.1317,0.2784,-0.0029
101.367,-0.0006,0.0022,0.4161,-1.4634,-0.9753,-0.001,-0.0006,0.0058,-0.8754,1.1244,0.3023,-0.0031
101.406,-0.0008,0.0018,0.4698,-1.506,-0.9651,-0.0009,-0.0007,0.0057,-0.84,1.1193,0.3289,-0.0033
101.446,-0.001,0.0015,0.5234,-1.5437,-0.952,-0.0008,-0.0008,0.0056,-0.8026,1.1158,0.3572,-0.0035
101.487,-0.0012,0.0011,0.6271,-1.6009,-0.9148,-0.0005,-0.0009,0.0053,-0.7229,1.1134,0.4187,-0.0037
101.526,-0.0012,0.0008,0.7226,-1.6292,-0.8615,-0.0004,-0.001,0.0049,-0.6382,1.1144,0.4857,-0.004
101.566,-0.0012,0.0008,0.7664,-1.6323,-0.8281,-0.0003,-0.0009,0.0047,-0.5948,1.1158,0.5226,-0.0039
101.571,-0.0011,0.0008,0.8071,-1.6288,-0.7916,-0.0003,-0.0008,0.0045,-0.5518,1.1158,0.5609,-0.0039
101.61,-0.001,0.0008,0.8439,-1.6175,-0.7506,-0.0002,-0.0007,0.0043,-0.5099,1.1155,0.6004,-0.0038
101.65,-0.0007,0.0009,0.9067,-1.5729,-0.6553,-0.0001,-0.0005,0.0038,-0.4279,1.1133,0.6812,-0.0038
101.69,-0.0006,0.0009,0.9324,-1.5398,-0.6012,-0.0,-0.0004,0.0036,-0.3878,1.1122,0.7223,-0.0037
101.696,-0.0004,0.0009,0.9547,-1.5021,-0.5457,-0.0,-0.0004,0.0033,-0.3484,1.111,0.7624,-0.0034
101.734,-0.0002,0.001,0.9735,-1.4571,-0.485,0.0,-0.0003,0.003,-0.3089,1.1097,0.8032,-0.0033
101.774,0.0002,0.001,1.0027,-1.3542,-0.3577,0.0,-0.0004,0.0025,-0.2304,1.1082,0.8824,-0.0029
101.814,0.0005,0.0008,1.0134,-1.3048,-0.3024,-0.0002,-0.0004,0.0021,-0.1963,1.1127,0.9168,-0.0026
101.822,0.0008,0.0003,1.0174,-1.2626,-0.2663,-0.0004,-0.0003,0.0016,-0.1791,1.1329,0.9442,-0.0025
101.862,0.001,-0.0004,1.0146,-1.227,-0.2458,-0.0004,-0.0002,0.0012,-0.1774,1.1647,0.9643,-0.0023
101.898,0.0012,-0.001,1.0056,-1.2001,-0.2376,-0.0007,-0.0,0.0008,-0.1901,1.2047,0.9766,-0.002
101.938,0.0013,-0.0011,0.9921,-1.1789,-0.2354,-0.0011,0.0002,0.0004,-0.2159,1.2503,0.9826,-0.0016
101.978,0.0011,-0.0008,0.9498,-1.1471,-0.2537,-0.0016,0.0006,-0.0001,-0.2921,1.3479,0.9855,-0.0008
102.019,0.0009,-0.0005,0.9222,-1.1359,-0.2715,-0.0018,0.0008,-0.0002,-0.3393,1.3972,0.9828,-0.0006
102.023,0.0007,-0.0003,0.8911,-1.1275,-0.2933,-0.0015,0.0009,-0.0004,-0.39,1.4443,0.9775,-0.0004
102.062,0.0005,-0.0001,0.8571,-1.1213,-0.3182,-0.0012,0.001,-0.0004,-0.443,1.4884,0.9691,-0.0002
102.102,0.0004,0.0001,0.7823,-1.1145,-0.3747,-0.0009,0.0011,-0.0004,-0.5502,1.5629,0.9433,-0.0
102.142,0.0003,0.0001,0.7419,-1.1132,-0.406,-0.0009,0.0011,-0.0004,-0.6029,1.5918,0.9242,0.0
102.156,0.0003,0.0003,0.7004,-1.113,-0.4383,-0.0008,0.0011,-0.0004,-0.653,1.6123,0.9012,0.0001
102.194,0.0003,0.0004,0.6578,-1.1136,-0.4719,-0.0007,0.0011,-0.0004,-0.7008,1.6256,0.8742,0.0001
102.234,0.0004,0.0007,0.5711,-1.1165,-0.543,-0.0009,0.001,-0.0004,-0.7886,1.6315,0.8085,0.0001
102.274,0.0004,0.0009,0.5279,-1.1167,-0.5817,-0.0009,0.0009,-0.0004,-0.8273,1.6234,0.7695,0.0
102.284,0.0004,0.0011,0.4857,-1.1164,-0.6216,-0.0007,0.0008,-0.0004,-0.8625,1.6078,0.7258,-0.0
102.322,0.0004,0.0013,0.4445,-1.1156,-0.6617,-0.001,0.0007,-0.0005,-0.8939,1.5854,0.6785,0.0
102.362,0.0004,0.0019,0.3658,-1.1134,-0.7414,-0.0015,0.0004,-0.0005,-0.9444,1.5213,0.5736,-0.0001
102.402,0.0004,0.0022,0.326,-1.1119,-0.783,-0.0017,0.0002,-0.0006,-0.9647,1.4787,0.5137,-0.0001
102.415,0.0004,0.0025,0.2861,-1.1104,-0.8247,-0.0019,0.0,-0.0006,-0.9819,1.4306,0.4509,-0.0001
102.454,0.0004,0.0028,0.2465,-1.1095,-0.8645,-0.0021,-0.0002,-0.0006,-0.9963,1.378,0.386,-0.0
102.494,0.0006,0.0037,0.1831,-1.1232,-0.9322,-0.0026,-0.0007,-0.0,-1.0159,1.2802,0.2797,0.0003
102.534,0.0007,0.0041,0.1743,-1.1493,-0.9554,-0.0025,-0.0009,0.0006,-1.0165,1.2418,0.2523,0.0004
102.54,0.0007,0.0045,0.1799,-1.1844,-0.9712,-0.0024,-0.0008,0.0013,-1.0109,1.2119,0.2385,-0.001
102.578,0.0006,0.0045,0.2004,-1.2268,-0.9794,-0.0021,-0.0005,0.0027,-0.9999,1.1891,0.232,-0.0031
102.618,0.0004,0.0043,0.2307,-1.273,-0.984,-0.0018,-0.0005,0.0044,-0.9837,1.17,0.2339,-0.0043
102.658,-0.0001,0.0033,0.3139,-1.3708,-0.9847,-0.0014,-0.0006,0.0062,-0.937,1.1418,0.259,-0.0034
102.698,-0.0004,0.0028,0.3632,-1.4191,-0.9809,-0.0013,-0.0007,0.0064,-0.9075,1.1319,0.2792,-0.0035
102.705,-0.0006,0.0023,0.4144,-1.4641,-0.9747,-0.0011,-0.0008,0.0064,-0.8756,1.1247,0.3021,-0.0037
102.742,-0.0008,0.0019,0.4686,-1.5068,-0.9647,-0.0009,-0.0009,0.0064,-0.8403,1.1195,0.3287,-0.0039
102.785,-0.0011,0.0013,0.5762,-1.577,-0.9351,-0.0006,-0.0011,0.0061,-0.7637,1.114,0.3878,-0.0043
102.823,-0.0012,0.0011,0.6277,-1.6015,-0.9133,-0.0006,-0.0011,0.006,-0.7225,1.1131,0.4203,-0.0045
102.854,-0.0012,0.0009,0.6771,-1.6187,-0.8878,-0.0005,-0.0011,0.0059,-0.68,1.1131,0.4541,-0.0046
102.891,-0.0013,0.0008,0.724,-1.6288,-0.8587,-0.0004,-0.0011,0.0057,-0.6369,1.1139,0.4884,-0.0047
102.93,-0.0012,0.0008,0.7681,-1.6318,-0.8255,-0.0003,-0.0011,0.0055,-0.5932,1.1153,0.5236,-0.0047
102.97,-0.001,0.0008,0.8457,-1.6163,-0.748,-0.0002,-0.0009,0.0051,-0.5066,1.1172,0.6001,-0.0048
103.011,-0.0009,0.0008,0.8787,-1.5974,-0.7028,-0.0001,-0.0007,0.0049,-0.4648,1.1168,0.64,-0.0048
103.022,-0.0007,0.0008,0.9081,-1.5711,-0.6529,-0.0001,-0.0006,0.0047,-0.4236,1.1159,0.6809,-0.0047
103.058,-0.0006,0.0009,0.9337,-1.5379,-0.5991,-0.0,-0.0005,0.0045,-0.3831,1.1145,0.7218,-0.0046
103.098,-0.0004,0.0009,0.9558,-1.4988,-0.5421,0.0,-0.0004,0.0042,-0.3433,1.1133,0.7628,-0.0045
103.138,0.0,0.001,0.9904,-1.4035,-0.4181,0.0,-0.0003,0.0037,-0.2646,1.1107,0.8445,-0.004
103.179,0.0002,0.001,1.0036,-1.3489,-0.3522,-0.0,-0.0002,0.0034,-0.2251,1.11,0.8839,-0.0038
103.188,0.0005,0.0007,1.0141,-1.3002,-0.2983,-0.0002,-0.0002,0.003,-0.1919,1.115,0.9177,-0.0037
103.23,0.0008,0.0002,1.0179,-1.2588,-0.2633,-0.0004,-0.0001,0.0026,-0.1754,1.1349,0.9447,-0.0036
103.271,0.0012,-0.001,1.0063,-1.1974,-0.2353,-0.0007,0.0003,0.0018,-0.1877,1.2065,0.9768,-0.003
103.31,0.0013,-0.0012,0.9929,-1.1767,-0.2336,-0.0011,0.0005,0.0014,-0.2141,1.252,0.9827,-0.0024
103.33,0.0013,-0.0011,0.9741,-1.1594,-0.2395,-0.0014,0.0007,0.001,-0.2489,1.2995,0.9856,-0.0018
103.37,0.0011,-0.0009,0.9508,-1.1456,-0.2522,-0.0016,0.0009,0.0006,-0.2906,1.3482,0.9858,-0.0014
103.41,0.0009,-0.0006,0.9233,-1.1347,-0.2698,-0.0018,0.001,0.0003,-0.3376,1.3966,0.9834,-0.001
103.45,0.0004,0.0001,0.8583,-1.1203,-0.3166,-0.002,0.0011,-0.0001,-0.4416,1.4873,0.9697,-0.0005
103.49,0.0003,0.0005,0.8216,-1.1163,-0.3446,-0.0021,0.0011,-0.0002,-0.4962,1.5278,0.9583,-0.0003
103.498,0.0001,0.0009,0.7827,-1.1137,-0.3745,-0.0022,0.0011,-0.0003,-0.5503,1.5627,0.9432,-0.0002
103.538,0.0001,0.0012,0.7423,-1.1125,-0.4057,-0.0019,0.0011,-0.0003,-0.6031,1.5915,0.9244,-0.0001
103.578,0.0,0.0014,0.7007,-1.1124,-0.4382,-0.0018,0.0011,-0.0004,-0.6531,1.6117,0.9012,-0.0001
103.618,0.0001,0.0017,0.6146,-1.1144,-0.5065,-0.0017,0.0011,-0.0004,-0.7467,1.6318,0.8433,0.0
103.658,0.0003,0.002,0.527,-1.1173,-0.5809,-0.0018,0.0009,-0.0005,-0.8277,1.6231,0.7696,-0.0
103.698,0.0003,0.0022,0.4842,-1.1172,-0.6205,-0.0019,0.0008,-0.0005,-0.8629,1.6078,0.7263,-0.0
103.7,0.0003,0.0023,0.4425,-1.1167,-0.6608,-0.0018,0.0007,-0.0005,-0.8941,1.585,0.6785,-0.0001
103.738,0.0003,0.0024,0.4016,-1.1157,-0.7018,-0.0018,0.0006,-0.0005,-0.9217,1.555,0.6262,-0.0001
103.778,0.0003,0.0026,0.3617,-1.1146,-0.7425,-0.0023,0.0004,-0.0006,-0.9455,1.5191,0.5711,-0.0001
103.818,0.0004,0.0034,0.2828,-1.1119,-0.8244,-0.0029,0.0,-0.0006,-0.9831,1.4292,0.4501,-0.0001
103.858,0.0004,0.004,0.2061,-1.1114,-0.9019,-0.0032,-0.0004,-0.0005,-1.0096,1.3236,0.323,0.0001
103.898,0.0005,0.0045,0.1818,-1.1243,-0.9325,-0.0034,-0.0006,-0.0,-1.0168,1.2787,0.2789,0.0003
103.91,0.0007,0.0049,0.1738,-1.1508,-0.9559,-0.0032,-0.0008,0.0006,-1.0171,1.2405,0.2518,0.0004
103.95,0.0007,0.0052,0.1803,-1.1861,-0.9713,-0.0029,-0.0007,0.0014,-1.0112,1.211,0.2384,-0.0012
103.99,0.0004,0.0047,0.2318,-1.2745,-0.9841,-0.0022,-0.0005,0.0044,-0.9836,1.1693,0.234,-0.0044
104.031,0.0002,0.0042,0.2702,-1.3226,-0.9859,-0.0019,-0.0007,0.0059,-0.9623,1.1536,0.2433,-0.0048
104.039,-0.0001,0.0036,0.3154,-1.372,-0.9847,-0.0016,-0.0008,0.0067,-0.9367,1.1413,0.2591,-0.0041
